,Scopus SourceID,Title,CiteScore,Percentile,Citation Count,Scholarly Output,Percent Cited,SNIP,SJR,RANK,Rank Out Of,Publisher,Type,OpenAccess,Scopus ASJC Code (Sub-subject Area),Scopus Sub-Subject Area,Quartile,Top 10% (CiteScore Percentile),Scopus SourceID.1,Print-ISSN,E-ISSN,Subject Area
199,19479.0,Annual Review of Pharmacology and Toxicology,13.01,99.0,1184.0,91.0,98.0,3.166,6.718,2.0,302.0,Annual Reviews Inc.,Book Series,NO,3004.0,Pharmacology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/19479,03621642,15454304,"Pharmacology, Toxicology and Pharmaceutics"
200,13037.0,Annual Review of Biomedical Engineering,12.96,99.0,687.0,53.0,96.0,3.209,4.251,1.0,189.0,Annual Reviews Inc.,Journal,NO,2701.0,Medicine (miscellaneous),Quartile 1,Top 10%,https://www.scopus.com/sourceid/13037,15239829,15454274,Medicine
201,13037.0,Annual Review of Biomedical Engineering,12.96,98.0,687.0,53.0,96.0,3.209,4.251,4.0,199.0,Annual Reviews Inc.,Journal,NO,2204.0,Biomedical Engineering,Quartile 1,Top 10%,https://www.scopus.com/sourceid/13037,15239829,15454274,Engineering
240,14816.0,Trends in Biochemical Sciences,12.38,98.0,3480.0,281.0,86.0,3.409,9.934,6.0,398.0,Elsevier,Journal,NO,1303.0,Biochemistry,Quartile 1,Top 10%,https://www.scopus.com/sourceid/14816,09680004,01677640,"Biochemistry, Genetics and Molecular Biology"
241,14816.0,Trends in Biochemical Sciences,12.38,97.0,3480.0,281.0,86.0,3.409,9.934,8.0,367.0,Elsevier,Journal,NO,1312.0,Molecular Biology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/14816,09680004,01677640,"Biochemistry, Genetics and Molecular Biology"
249,18606.0,Molecular Cell,12.08,97.0,14524.0,1202.0,88.0,2.782,13.841,9.0,367.0,Elsevier,Journal,NO,1312.0,Molecular Biology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/18606,10972765,10974164,"Biochemistry, Genetics and Molecular Biology"
250,18606.0,Molecular Cell,12.08,95.0,14524.0,1202.0,88.0,2.782,13.841,12.0,264.0,Elsevier,Journal,NO,1307.0,Cell Biology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/18606,10972765,10974164,"Biochemistry, Genetics and Molecular Biology"
252,19584.0,Annual Review of Public Health,12.04,99.0,1023.0,85.0,95.0,5.168,6.106,2.0,478.0,Annual Reviews Inc.,Journal,NO,2739.0,"Public Health, Environmental and Occupational Health",Quartile 1,Top 10%,https://www.scopus.com/sourceid/19584,01637525,15452093,Medicine
256,17552.0,Acta Neuropathologica,11.82,99.0,4990.0,422.0,93.0,3.347,7.589,2.0,185.0,Springer Nature,Journal,NO,2734.0,Pathology and Forensic Medicine,Quartile 1,Top 10%,https://www.scopus.com/sourceid/17552,00016322,14320533,Medicine
257,17552.0,Acta Neuropathologica,11.82,99.0,4990.0,422.0,93.0,3.347,7.589,1.0,336.0,Springer Nature,Journal,NO,2728.0,Clinical Neurology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/17552,00016322,14320533,Medicine
258,17552.0,Acta Neuropathologica,11.82,99.0,4990.0,422.0,93.0,3.347,7.589,1.0,85.0,Springer Nature,Journal,NO,2804.0,Cellular and Molecular Neuroscience,Quartile 1,Top 10%,https://www.scopus.com/sourceid/17552,00016322,14320533,Neuroscience
267,19614.0,Annual Review of Microbiology,11.7,98.0,901.0,77.0,97.0,3.152,7.361,2.0,134.0,Annual Reviews Inc.,Book Series,NO,2404.0,Microbiology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/19614,00664227,15453251,Immunology and Microbiology
270,22214.0,Genome Research,11.65,98.0,6173.0,530.0,94.0,2.350,12.367,5.0,311.0,Cold Spring Harbor Laboratory Press,Journal,NO,1311.0,Genetics,Quartile 1,Top 10%,https://www.scopus.com/sourceid/22214,10889051,15495469,"Biochemistry, Genetics and Molecular Biology"
271,22214.0,Genome Research,11.65,98.0,6173.0,530.0,94.0,2.350,12.367,2.0,91.0,Cold Spring Harbor Laboratory Press,Journal,NO,2716.0,Genetics(clinical),Quartile 1,Top 10%,https://www.scopus.com/sourceid/22214,10889051,15495469,Medicine
283,12611.0,Drug Resistance Updates,11.44,99.0,732.0,64.0,98.0,2.696,3.986,3.0,302.0,Elsevier,Journal,NO,3004.0,Pharmacology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/12611,13687646,15322084,"Pharmacology, Toxicology and Pharmaceutics"
284,12611.0,Drug Resistance Updates,11.44,99.0,732.0,64.0,98.0,2.696,3.986,1.0,230.0,Elsevier,Journal,NO,2736.0,Pharmacology (medical),Quartile 1,Top 10%,https://www.scopus.com/sourceid/12611,13687646,15322084,Medicine
285,12611.0,Drug Resistance Updates,11.44,98.0,732.0,64.0,98.0,2.696,3.986,4.0,323.0,Elsevier,Journal,NO,2730.0,Oncology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/12611,13687646,15322084,Medicine
286,12611.0,Drug Resistance Updates,11.44,98.0,732.0,64.0,98.0,2.696,3.986,3.0,191.0,Elsevier,Journal,NO,1306.0,Cancer Research,Quartile 1,Top 10%,https://www.scopus.com/sourceid/12611,13687646,15322084,"Biochemistry, Genetics and Molecular Biology"
287,12611.0,Drug Resistance Updates,11.44,98.0,732.0,64.0,98.0,2.696,3.986,4.0,263.0,Elsevier,Journal,NO,2725.0,Infectious Diseases,Quartile 1,Top 10%,https://www.scopus.com/sourceid/12611,13687646,15322084,Medicine
288,22687.0,Angewandte Chemie - International Edition,11.31,97.0,92045.0,8135.0,95.0,2.165,6.155,10.0,359.0,Wiley-Blackwell,Journal,NO,1600.0,General Chemistry,Quartile 1,Top 10%,https://www.scopus.com/sourceid/22687,14337851,15213773,Chemistry
289,22687.0,Angewandte Chemie - International Edition,11.31,92.0,92045.0,8135.0,95.0,2.165,6.155,4.0,46.0,Wiley-Blackwell,Journal,NO,1503.0,Catalysis,Quartile 1,Top 10%,https://www.scopus.com/sourceid/22687,14337851,15213773,Chemical Engineering
291,21100782975.0,Liver Cancer,11.14,99.0,568.0,51.0,96.0,3.300,3.779,1.0,58.0,Karger,Journal,NO,2721.0,Hepatology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/21100782975,22351795,16645553,Medicine
292,21100782975.0,Liver Cancer,11.14,98.0,568.0,51.0,96.0,3.300,3.779,5.0,323.0,Karger,Journal,NO,2730.0,Oncology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/21100782975,22351795,16645553,Medicine
293,16795.0,Journal of Pineal Research,11.09,98.0,2784.0,251.0,98.0,2.140,3.945,2.0,118.0,Wiley-Blackwell,Journal,NO,1310.0,Endocrinology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/16795,07423098,1600079X,"Biochemistry, Genetics and Molecular Biology"
299,16343.0,Applied Catalysis B: Environmental,10.92,99.0,23811.0,2180.0,97.0,2.359,3.152,1.0,193.0,Elsevier,Journal,NO,2300.0,General Environmental Science,Quartile 1,Top 10%,https://www.scopus.com/sourceid/16343,09263373,18733883,Environmental Science
300,16343.0,Applied Catalysis B: Environmental,10.92,97.0,23811.0,2180.0,97.0,2.359,3.152,2.0,53.0,Elsevier,Journal,NO,1508.0,Process Chemistry and Technology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/16343,09263373,18733883,Chemical Engineering
301,16343.0,Applied Catalysis B: Environmental,10.92,90.0,23811.0,2180.0,97.0,2.359,3.152,5.0,46.0,Elsevier,Journal,NO,1503.0,Catalysis,Quartile 1,Top 10%,https://www.scopus.com/sourceid/16343,09263373,18733883,Chemical Engineering
305,21100398001.0,Bone Research,10.85,99.0,705.0,65.0,95.0,2.463,1.124,2.0,209.0,Springer Nature,Journal,YES,2712.0,"Endocrinology, Diabetes and Metabolism",Quartile 1,Top 10%,https://www.scopus.com/sourceid/21100398001,20954700,20956231,Medicine
306,21100398001.0,Bone Research,10.85,97.0,705.0,65.0,95.0,2.463,1.124,2.0,61.0,Springer Nature,Journal,YES,2722.0,Histology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/21100398001,20954700,20956231,Medicine
307,21100398001.0,Bone Research,10.85,97.0,705.0,65.0,95.0,2.463,1.124,5.0,169.0,Springer Nature,Journal,YES,1314.0,Physiology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/21100398001,20954700,20956231,"Biochemistry, Genetics and Molecular Biology"
308,14204.0,Nucleic Acids Research,10.84,98.0,45671.0,4212.0,91.0,3.028,9.025,6.0,311.0,Oxford University Press,Journal,YES,1311.0,Genetics,Quartile 1,Top 10%,https://www.scopus.com/sourceid/14204,03051048,13624962,"Biochemistry, Genetics and Molecular Biology"
309,21365.0,Trends in Immunology,10.82,98.0,2997.0,277.0,85.0,2.691,7.364,3.0,164.0,Elsevier,Journal,NO,2723.0,Immunology and Allergy,Quartile 1,Top 10%,https://www.scopus.com/sourceid/21365,14714906,14714981,Medicine
310,21365.0,Trends in Immunology,10.82,97.0,2997.0,277.0,85.0,2.691,7.364,5.0,189.0,Elsevier,Journal,NO,2403.0,Immunology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/21365,14714906,14714981,Immunology and Microbiology
311,12812.0,Personality and Social Psychology Review,10.75,99.0,570.0,53.0,98.0,5.519,6.495,1.0,247.0,SAGE,Journal,NO,3207.0,Social Psychology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/12812,10888683,15327957,Psychology
313,21100198409.0,Nature Climate Change,10.71,99.0,9876.0,922.0,76.0,5.047,8.341,1.0,63.0,Springer Nature,Journal,NO,2301.0,Environmental Science (miscellaneous),Quartile 1,Top 10%,https://www.scopus.com/sourceid/21100198409,1758678X,17586798,Environmental Science
314,21100198409.0,Nature Climate Change,10.71,99.0,9876.0,922.0,76.0,5.047,8.341,1.0,226.0,Springer Nature,Journal,NO,3301.0,Social Sciences (miscellaneous),Quartile 1,Top 10%,https://www.scopus.com/sourceid/21100198409,1758678X,17586798,Social Sciences
319,29431.0,Quarterly Journal of Economics,10.67,99.0,1291.0,121.0,95.0,8.529,29.602,1.0,564.0,Oxford University Press,Journal,NO,2002.0,Economics and Econometrics,Quartile 1,Top 10%,https://www.scopus.com/sourceid/29431,00335533,15314650,"Economics, Econometrics and Finance"
333,21706.0,Annual Review of Genetics,10.43,97.0,845.0,81.0,98.0,2.082,8.895,7.0,311.0,Annual Reviews Inc.,Book Series,NO,1311.0,Genetics,Quartile 1,Top 10%,https://www.scopus.com/sourceid/21706,00664197,15452948,"Biochemistry, Genetics and Molecular Biology"
334,15623.0,Human Reproduction Update,10.37,99.0,2012.0,194.0,86.0,4.613,5.317,1.0,64.0,Oxford University Press,Journal,NO,2743.0,Reproductive Medicine,Quartile 1,Top 10%,https://www.scopus.com/sourceid/15623,13554786,14602369,Medicine
335,15623.0,Human Reproduction Update,10.37,99.0,2012.0,194.0,86.0,4.613,5.317,1.0,166.0,Oxford University Press,Journal,NO,2729.0,Obstetrics and Gynaecology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/15623,13554786,14602369,Medicine
339,12354.0,The Lancet Oncology,10.35,97.0,18794.0,1815.0,51.0,9.454,16.085,7.0,323.0,Elsevier,Journal,NO,2730.0,Oncology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/12354,14702045,14745488,Medicine
361,4000148205.0,Nature Chemical Biology,10.12,97.0,6294.0,622.0,80.0,2.973,8.604,10.0,367.0,Springer Nature,Journal,NO,1312.0,Molecular Biology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/4000148205,15524450,15524469,"Biochemistry, Genetics and Molecular Biology"
362,4000148205.0,Nature Chemical Biology,10.12,94.0,6294.0,622.0,80.0,2.973,8.604,14.0,264.0,Springer Nature,Journal,NO,1307.0,Cell Biology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/4000148205,15524450,15524469,"Biochemistry, Genetics and Molecular Biology"
365,21100196101.0,Annual review of food science and technology,10.11,99.0,637.0,63.0,92.0,3.068,2.966,1.0,255.0,Annual Reviews Inc.,Journal,NO,1106.0,Food Science,Quartile 1,Top 10%,https://www.scopus.com/sourceid/21100196101,19411413,19411421,Agricultural and Biological Sciences
367,26371.0,Natural Product Reports,9.84,98.0,2490.0,253.0,89.0,3.125,3.918,8.0,398.0,RSC,Journal,NO,1303.0,Biochemistry,Quartile 1,Top 10%,https://www.scopus.com/sourceid/26371,02650568,14604752,"Biochemistry, Genetics and Molecular Biology"
368,26371.0,Natural Product Reports,9.84,98.0,2490.0,253.0,89.0,3.125,3.918,2.0,146.0,RSC,Journal,NO,3002.0,Drug Discovery,Quartile 1,Top 10%,https://www.scopus.com/sourceid/26371,02650568,14604752,"Pharmacology, Toxicology and Pharmaceutics"
369,26371.0,Natural Product Reports,9.84,98.0,2490.0,253.0,89.0,3.125,3.918,3.0,163.0,RSC,Journal,NO,1605.0,Organic Chemistry,Quartile 1,Top 10%,https://www.scopus.com/sourceid/26371,02650568,14604752,Chemistry
370,28366.0,Gut,9.82,99.0,8877.0,904.0,80.0,3.832,7.440,1.0,127.0,BMJ,Journal,NO,2715.0,Gastroenterology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/28366,00175749,14683288,Medicine
371,5100155071.0,Foundations and Trends in Information Retrieval,9.8,99.0,98.0,10.0,90.0,6.452,1.073,2.0,251.0,Now Publishers Inc.,Journal,NO,1710.0,Information Systems,Quartile 1,Top 10%,https://www.scopus.com/sourceid/5100155071,15540669,15540677,Computer Science
372,5100155071.0,Foundations and Trends in Information Retrieval,9.8,98.0,98.0,10.0,90.0,6.452,1.073,1.0,45.0,Now Publishers Inc.,Journal,NO,1701.0,Computer Science (miscellaneous),Quartile 1,Top 10%,https://www.scopus.com/sourceid/5100155071,15540669,15540677,Computer Science
373,14599.0,Ecology Letters,9.78,99.0,4399.0,450.0,94.0,3.305,6.825,6.0,561.0,Wiley-Blackwell,Journal,NO,1105.0,"Ecology, Evolution, Behavior and Systematics",Quartile 1,Top 10%,https://www.scopus.com/sourceid/14599,1461023X,14610248,Agricultural and Biological Sciences
374,3600148102.0,Alzheimer's and Dementia,9.78,99.0,4265.0,436.0,92.0,2.647,4.660,1.0,216.0,Elsevier,Journal,NO,2719.0,Health Policy,Quartile 1,Top 10%,https://www.scopus.com/sourceid/3600148102,15525260,15525279,Medicine
375,3600148102.0,Alzheimer's and Dementia,9.78,99.0,4265.0,436.0,92.0,2.647,4.660,2.0,336.0,Elsevier,Journal,NO,2728.0,Clinical Neurology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/3600148102,15525260,15525279,Medicine
376,3600148102.0,Alzheimer's and Dementia,9.78,99.0,4265.0,436.0,92.0,2.647,4.660,1.0,94.0,Elsevier,Journal,NO,2717.0,Geriatrics and Gerontology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/3600148102,15525260,15525279,Medicine
377,3600148102.0,Alzheimer's and Dementia,9.78,99.0,4265.0,436.0,92.0,2.647,4.660,3.0,487.0,Elsevier,Journal,NO,2738.0,Psychiatry and Mental health,Quartile 1,Top 10%,https://www.scopus.com/sourceid/3600148102,15525260,15525279,Medicine
378,3600148102.0,Alzheimer's and Dementia,9.78,98.0,4265.0,436.0,92.0,2.647,4.660,1.0,33.0,Elsevier,Journal,NO,2806.0,Developmental Neuroscience,Quartile 1,Top 10%,https://www.scopus.com/sourceid/3600148102,15525260,15525279,Neuroscience
379,3600148102.0,Alzheimer's and Dementia,9.78,98.0,4265.0,436.0,92.0,2.647,4.660,2.0,85.0,Elsevier,Journal,NO,2804.0,Cellular and Molecular Neuroscience,Quartile 1,Top 10%,https://www.scopus.com/sourceid/3600148102,15525260,15525279,Neuroscience
380,3600148102.0,Alzheimer's and Dementia,9.78,95.0,4265.0,436.0,92.0,2.647,4.660,4.0,87.0,Elsevier,Journal,NO,2713.0,Epidemiology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/3600148102,15525260,15525279,Medicine
381,21708.0,Annual Review of Genomics and Human Genetics,9.77,97.0,547.0,56.0,93.0,2.359,8.702,11.0,367.0,Annual Reviews Inc.,Journal,NO,1312.0,Molecular Biology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/21708,15278204,1545293X,"Biochemistry, Genetics and Molecular Biology"
382,21708.0,Annual Review of Genomics and Human Genetics,9.77,97.0,547.0,56.0,93.0,2.359,8.702,8.0,311.0,Annual Reviews Inc.,Journal,NO,1311.0,Genetics,Quartile 1,Top 10%,https://www.scopus.com/sourceid/21708,15278204,1545293X,"Biochemistry, Genetics and Molecular Biology"
383,21708.0,Annual Review of Genomics and Human Genetics,9.77,97.0,547.0,56.0,93.0,2.359,8.702,3.0,91.0,Annual Reviews Inc.,Journal,NO,2716.0,Genetics(clinical),Quartile 1,Top 10%,https://www.scopus.com/sourceid/21708,15278204,1545293X,Medicine
387,12878.0,Chemistry of Materials,9.74,98.0,28828.0,2961.0,94.0,1.896,4.675,4.0,272.0,American Chemical Society,Journal,NO,1500.0,General Chemical Engineering,Quartile 1,Top 10%,https://www.scopus.com/sourceid/12878,08974756,15205002,Chemical Engineering
388,12878.0,Chemistry of Materials,9.74,97.0,28828.0,2961.0,94.0,1.896,4.675,11.0,359.0,American Chemical Society,Journal,NO,1600.0,General Chemistry,Quartile 1,Top 10%,https://www.scopus.com/sourceid/12878,08974756,15205002,Chemistry
389,12878.0,Chemistry of Materials,9.74,97.0,28828.0,2961.0,94.0,1.896,4.675,7.0,255.0,American Chemical Society,Journal,NO,2505.0,Materials Chemistry,Quartile 1,Top 10%,https://www.scopus.com/sourceid/12878,08974756,15205002,Materials Science
392,4000151805.0,Foundations and Trends in Communications and Information Theory,9.67,99.0,58.0,6.0,100.0,4.048,2.848,3.0,259.0,Now Publishers Inc.,Journal,NO,1705.0,Computer Networks and Communications,Quartile 1,Top 10%,https://www.scopus.com/sourceid/4000151805,15672190,15672328,Computer Science
393,4000151805.0,Foundations and Trends in Communications and Information Theory,9.67,99.0,58.0,6.0,100.0,4.048,2.848,2.0,418.0,Now Publishers Inc.,Journal,NO,2604.0,Applied Mathematics,Quartile 1,Top 10%,https://www.scopus.com/sourceid/4000151805,15672190,15672328,Mathematics
408,12394.0,Nature Structural and Molecular Biology,9.53,96.0,5244.0,550.0,84.0,2.499,10.873,12.0,367.0,Springer Nature,Journal,NO,1312.0,Molecular Biology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/12394,15459993,15459985,"Biochemistry, Genetics and Molecular Biology"
409,12394.0,Nature Structural and Molecular Biology,9.53,94.0,5244.0,550.0,84.0,2.499,10.873,3.0,48.0,Springer Nature,Journal,NO,1315.0,Structural Biology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/12394,15459993,15459985,"Biochemistry, Genetics and Molecular Biology"
414,5800173382.0,ISME Journal,9.5,98.0,7050.0,742.0,95.0,2.284,4.813,7.0,561.0,Springer Nature,Journal,NO,1105.0,"Ecology, Evolution, Behavior and Systematics",Quartile 1,Top 10%,https://www.scopus.com/sourceid/5800173382,17517362,17517370,Agricultural and Biological Sciences
415,5800173382.0,ISME Journal,9.5,97.0,7050.0,742.0,95.0,2.284,4.813,4.0,134.0,Springer Nature,Journal,NO,2404.0,Microbiology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/5800173382,17517362,17517370,Immunology and Microbiology
416,23063.0,Circulation Research,9.48,99.0,10938.0,1154.0,77.0,2.841,6.813,1.0,327.0,Wolters Kluwer Health,Journal,NO,2705.0,Cardiology and Cardiovascular Medicine,Quartile 1,Top 10%,https://www.scopus.com/sourceid/23063,00097330,15244571,Medicine
417,23063.0,Circulation Research,9.48,96.0,10938.0,1154.0,77.0,2.841,6.813,6.0,169.0,Wolters Kluwer Health,Journal,NO,1314.0,Physiology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/23063,00097330,15244571,"Biochemistry, Genetics and Molecular Biology"
418,29993.0,Annual Review of Nutrition,9.45,99.0,586.0,62.0,97.0,2.367,4.970,1.0,112.0,Annual Reviews Inc.,Journal,NO,2916.0,Nutrition and Dietetics,Quartile 1,Top 10%,https://www.scopus.com/sourceid/29993,01999885,15454312,Nursing
419,29993.0,Annual Review of Nutrition,9.45,98.0,586.0,62.0,97.0,2.367,4.970,3.0,189.0,Annual Reviews Inc.,Journal,NO,2701.0,Medicine (miscellaneous),Quartile 1,Top 10%,https://www.scopus.com/sourceid/29993,01999885,15454312,Medicine
420,19907.0,Medicinal Research Reviews,9.45,97.0,1030.0,109.0,96.0,2.754,2.895,4.0,160.0,Wiley-Blackwell,Journal,NO,1313.0,Molecular Medicine,Quartile 1,Top 10%,https://www.scopus.com/sourceid/19907,01986325,10981128,"Biochemistry, Genetics and Molecular Biology"
421,19907.0,Medicinal Research Reviews,9.45,97.0,1030.0,109.0,96.0,2.754,2.895,8.0,302.0,Wiley-Blackwell,Journal,NO,3004.0,Pharmacology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/19907,01986325,10981128,"Pharmacology, Toxicology and Pharmaceutics"
422,19907.0,Medicinal Research Reviews,9.45,97.0,1030.0,109.0,96.0,2.754,2.895,4.0,146.0,Wiley-Blackwell,Journal,NO,3002.0,Drug Discovery,Quartile 1,Top 10%,https://www.scopus.com/sourceid/19907,01986325,10981128,"Pharmacology, Toxicology and Pharmaceutics"
